Display Order,Product Details,ASIN,Segment,URL,Marketplace,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
40.,"CeraVe Crema Idratante Viso e Corpo, Per Pelli da Secche a Molto Secche, Azione Protettiva e Ripristino della Barriera Cutanea, Con 3 Ceramidi e Acido Ialuronico + Routine Correlate a Questo Prodotto",B0CBKWWHY9,Check,https://www.amazon.it/dp/B0CBKWWHY9?psc=1,IT,https://m.media-amazon.com/images/I/61JLqdUCEyL._AC_SX342_.jpg,CeraVe,24.32,"1,417",709,100,"30,679.28","17,226.88",199,636,AMZ,8.6,1,4.6,"4,760",1,N/A,Amazon,Beauty,Small Parcel,AMZ,10.40 x 9.20 x 9.50 cm,0.6,N/A,"Aug 21, 2023",,No,32,Amazon
41.,"Ematonil Plus Emulsion Gel with Arnica, Escin, Bromelain and Menthol, Cream for Hematoma, Small Trauma and Bruises with Soothing Action, Relief for Adults and Children, 50 ml",B08PQNRDF5,Check,https://www.amazon.it/dp/B08PQNRDF5?psc=1,IT,https://m.media-amazon.com/images/I/71D73TP2j+L._AC_SY355_.jpg,Bayer,6.55,"1,931","1,931","1,000","15,175.82","15,156.99",174,609,AMZ,3.99,11,4.6,"2,184",2,25,Amazon,Health & Household,Large Envelope,AMZ,14.80 x 3.70 x 3.80 cm,0.07,N/A,"Oct 14, 2016",,No,114,Amazon
42.,"100 g Eczema Cream, Soothing and Softening Crem, Body Cream with Prolonged Action, Suitable for All Skin Types, Nourishes and Protects.",B0F2MRQ284,Cream,https://www.amazon.it/dp/B0F2MRQ284?psc=1,IT,https://m.media-amazon.com/images/I/71ije0+JWZL._AC_SY355_.jpg,TULAMORIY,13.99,103,103,50,"1,442.87","1,441.74",135,"5,962",CN,6.04,1,4.4,48,9,N/A,XuXiaChengSha,Beauty,Large Envelope,FBA,14.90 x 3.70 x 6.10 cm,0.11,N/A,"Mar 27, 2025",,No,13,XuXiaChengSha
52.,Dexeryl Cream 500g,B0098G931Y,Cream,https://www.amazon.it/dp/B0098G931Y?psc=1,IT,https://m.media-amazon.com/images/I/61L+5+7R4ML._AC_SY355_.jpg,Hengulus,21.55,138,138,50,"2,613.27","2,612.26",18,"5,687",BG,7.15,7,4.7,"1,360",1,22,AR First Aid,Beauty,Extra Large Envelope,MFN,23.00 x 5.60 x 5.80 cm,0.56,N/A,"Dec 31, 2012",,No,160,AR First Aid
55.,"AIESI® Hydrophilic Base Cream with Vitamin E (1 kg), Restructuring Moisturizing Cream for Face and Body Ideal for Dry Skin, Pharmaceutical, Cosmetic and Dermatological Use, Made in Italy",B0BR5NJPDQ,Cream,https://www.amazon.it/dp/B0BR5NJPDQ?psc=1,IT,https://m.media-amazon.com/images/I/71P36eaeLYL._AC_SY355_.jpg,AIESI,15.49,101,101,50,"1,907.55","1,906.4",186,"9,734",IT,7.95,2,4.5,183,7,10,Medical Division,Beauty,Small Parcel,FBA,15.40 x 9.90 x 10.00 cm,1.06,N/A,"Dec 27, 2022",,No,40,Medical Division
56.,"AIESI Hydrophilic Base Cream (500 g), Restructuring Moisturizing Cream for Face and Body Ideal for Dry Skin, Pharmaceutical, Cosmetic and Dermatological Use, Made in Italy",B0DFTKRXLB,Cream,https://www.amazon.it/dp/B0DFTKRXLB?psc=1,IT,https://m.media-amazon.com/images/I/71uRJjYHdQL._AC_SY355_.jpg,AIESI,10.57,94,94,50,"1,209.13","1,208.09",171,"7,839",IT,6.89,2,4.3,44,7,3,Medical Division,Beauty,Small Parcel,FBA,10.00 x 9.20 x 9.70 cm,0.55,N/A,"Aug 31, 2024",,No,20,Medical Division
57.,ISDIN Nutratopic Pro-Amp Emollient Body Cream for Specific Areas (200ml) | Treatment and Protection for Atopic Skin,B00A7WFZ88,Cream,https://www.amazon.it/dp/B00A7WFZ88?psc=1,IT,https://m.media-amazon.com/images/I/6139CE7fOpL._AC_SY445_.jpg,ISDIN,19.66,52,52,N/A,"1,234.91","1,234.32",115,"31,757",AMZ,7.39,10,4.6,833,6,1,Amazon,Beauty,Extra Large Envelope,AMZ,18.90 x 5.40 x 7.20 cm,0.22,N/A,"Jul 28, 2014",,No,141,Amazon
59.,Difa Coper POL Prot Cream 250ml,B00D3HTP1C,Cream,https://www.amazon.it/dp/B00D3HTP1C?psc=1,IT,https://m.media-amazon.com/images/I/71Szx1Qps8L._AC_SY355_.jpg,DIFA COOPER,18.77,53,53,N/A,"1,013.39","1,013.05",31,"14,949",AMZ,7.02,15,4.7,361,6,4,Amazon,Beauty,Extra Large Envelope,AMZ,20.90 x 5.20 x 6.70 cm,0.28,N/A,"Sep 12, 2014",,No,139,Amazon
61.,"Rilastil Stretch Mark Cream, Stretch Mark Treatment, Soothing, Moisturizing and Elasticizing, 75 ml",B09TB2HKN3,Check,https://www.amazon.it/dp/B09TB2HKN3?psc=1,IT,https://m.media-amazon.com/images/I/61A7-lLHIVL._AC_SY445_.jpg,Rilastil,20.48,"1,985",827,500,"43,732.55","23,903.52",99,119,AMZ,7.84,37,4.6,"1,754",6,17,Amazon,Beauty,Extra Large Envelope,AMZ,19.10 x 5.10 x 6.70 cm,0.24,N/A,"Feb 22, 2022",,No,50,Amazon
64.,Pierre Fabre Ducray Prf4285 Ictyane Emollient Nourishing Cream – 200 ml,B07Z8J76J1,Check,https://www.amazon.it/dp/B07Z8J76J1?psc=1,IT,https://m.media-amazon.com/images/I/41FPCqURW6S._AC_SY355_.jpg,Ducray,14.09,74,74,N/A,"1,336.4","1,335.65",71,"9,887",FR,4.54,22,4.5,276,1,4,Para Prestige,Beauty,Small Parcel,FBA,16.50 x 6.40 x 10.10 cm,0.22,N/A,"Oct 4, 2019",,No,78,Para Prestige
65.,"MOST - 2s Cream with Salicylic Acid and Sulphur, Face and Body Cream Controls Redness and Itching, Attenuates Stress Breakouts, Indicated for Sebaceous Skin, Rosacea, Seborrheic Dermatitis and",B00D3HQUH4,Cream,https://www.amazon.it/dp/B00D3HQUH4?psc=1,IT,https://m.media-amazon.com/images/I/41r2L0-dIYL._AC_SY355_.jpg,MOST,16.39,"1,304","1,304",600,"26,075.09","26,074.94",192,849,IT,7.17,12,4.3,"1,648",4,14,MOST Skincare,Beauty,Extra Large Envelope,FBA,12.40 x 4.50 x 4.70 cm,0.06,N/A,"Feb 9, 2016",,No,122,MOST Skincare
67.,"ISDIN Ureadin Ultra30 (50ml) | Soothing Cream with 30% Urea | Maximum Hydration for Thickened Skin on Feet, Hands, Elbows and Knees",B00BR0KHDW,Check,https://www.amazon.it/dp/B00BR0KHDW?psc=1,IT,https://m.media-amazon.com/images/I/71fDjM+DopL._AC_SY445_.jpg,ISDIN,15.08,149,149,100,"2,460.39","2,458.77",131,"6,298",AMZ,6.16,10,4.6,"1,427",6,28,Amazon,Beauty,Large Envelope,AMZ,13.50 x 3.70 x 4.80 cm,0.08,N/A,"Dec 10, 2011",,No,172,Amazon
70.,"Rilastil Defense Sterile, Protective, Soothing, Soothing and Rehydrating Cream for Sensitive and Reactive Skin, Preservative and Fragrance Free, 50 ml Pack",B07BFG1DYV,Cream,https://www.amazon.it/dp/B07BFG1DYV?psc=1,IT,https://m.media-amazon.com/images/I/61SzGlGCuSL._AC_SY445_.jpg,Rilastil,16.05,396,396,200,"8,705.65","8,703.74",155,"3,430",AMZ,7.54,11,4.6,249,6,10,Amazon,Beauty,Large Envelope,AMZ,16.20 x 3.90 x 4.10 cm,0.01,N/A,"Sep 22, 2016",,No,115,Amazon
73.,"sxhyf Hard Bristle Slit Cleaning Brush - Multifunctional Gap Cleaning Brush, Bathroom Cleaning Brush, Household Slit Cleaning Tools (3, Black)",B0CRZ3T7VM,Check,https://www.amazon.it/dp/B0CRZ3T7VM?psc=1,IT,https://m.media-amazon.com/images/I/511cODaOPdL._AC_SY355_.jpg,SXhyf,9.83,293,293,200,"2,894.49","2,891.42",142,"3,143",CN,4.37,1,4.4,"3,258",6,81,SXhyf-IT,Home & Kitchen,Standard Envelope,FBA,24.10 x 2.20 x 6.50 cm,0.11,N/A,"Mar 20, 2024",Sponsored Brand Video,No,25,SXhyf-IT
59.,EUCERIN Atopicontrol Bath & Shower Oil - 400ml,B07KJW6DC5,Wash,https://www.amazon.it/dp/B07KJW6DC5?psc=1,IT,https://m.media-amazon.com/images/I/51-DFRJJoOL._AC_SY355_.jpg,Eucerin,15.65,6,6,N/A,121.01,121.01,46,"67,669",IT,7.44,6,4.4,91,5,0,eFarma - I tuoi Farmacisti online,Beauty,Large Envelope,MFN,21.80 x 3.80 x 8.40 cm,0.45,N/A,"Mar 22, 2018",,No,100,eFarma - I tuoi Farmacisti online
61.,Baby Cleansing Oil for Atopic Tendency Skin,B0DK7KYSMM,Wash,https://www.amazon.it/dp/B0DK7KYSMM?psc=1,IT,https://m.media-amazon.com/images/I/515EEjHjHAL._AC_SY355_.jpg,Linea Mamma Baby,14.75,5,5,N/A,90.72,90.7,43,"18,139",AMZ,6.93,2,4.6,3,3,0,Amazon,Baby Products,Extra Large Envelope,AMZ,15.40 x 5.60 x 5.70 cm,0.27,N/A,"Oct 17, 2024",,No,21,Amazon
53.,"SVR Topialyse Aceite Micelar Washer, 1 Litre",B077C7G2XV,Wash,https://www.amazon.it/dp/B077C7G2XV?psc=1,IT,https://m.media-amazon.com/images/I/7188LEP7rGL._AC_SY355_.jpg,SVR,16.37,30,30,N/A,624.54,624.55,44,"4,412",FR,7.97,7,4.6,"1,059",4,3,Cosmeco,Beauty,Small Parcel,FBA,23.40 x 8.10 x 8.40 cm,1.17,N/A,"Nov 12, 2017",,No,104,Cosmeco
29.,"KELEMATA PL3 Physiological Cleansing Oil 500 ml, Treatment for Atopic and Very Dry Skin, with Vegetable Ceramides and Water-Soluble Oils, Face and Body, Soap and SLES, Lasting Hydration",B09414VNF1,Wash,https://www.amazon.it/dp/B09414VNF1?psc=1,IT,https://m.media-amazon.com/images/I/61G5wpjZOkL._AC_SY355_.jpg,Kelemata,6.82,40,40,N/A,361.96,361.93,185,"40,834",IT,5.33,9,3.8,10,1,0,Tuttofarma: salute e bellezza a portata di click,Beauty,Extra Large Envelope,MFN,20.00 x 5.00 x 9.00 cm,0.5,N/A,"May 3, 2021",,No,62,Tuttofarma: salute e bellezza a portata di click
17.,"Rilastil Xerolact Olio Detergente Viso e Corpo per Neonati, Bambini e Adulti, Idratante, Relipidante, per Pelli Secche, Irritate e con Tendenza Atopica",B0DVM1G1B3,Wash,https://www.amazon.it/dp/B0DVM1G1B3?psc=1,IT,https://m.media-amazon.com/images/I/61qoRmZRZTL._AC_SY445_.jpg,Rilastil,15.49,"2,560","2,341","2,000","45,358.49","41,294.91",151,130,AMZ,9.1,22,4.6,"3,262",3,38,Amazon,Beauty,Small Parcel,AMZ,24.80 x 8.70 x 9.50 cm,1.17,N/A,"Jan 31, 2025",,No,18,Amazon
57.,"VITAMINDERMINA Restorative Cleansing Oil 250ml - Body Cleansing - For Dry, Very Dry, Sensitive, Atopic Prone Skin - Soothing and Antipruritic - For Babies, Children and Adults",B0BWVL993X,Wash,https://www.amazon.it/dp/B0BWVL993X?psc=1,IT,https://m.media-amazon.com/images/I/51A-YXeAc3L._AC_SY355_.jpg,VITAMINDERMINA,6.06,29,29,N/A,213.35,213.36,175,"4,949",AMZ,4.23,6,4,9,7,1,Amazon,Baby Products,Extra Large Envelope,AMZ,21.20 x 4.80 x 7.60 cm,0.31,N/A,"Feb 25, 2023",,No,41,Amazon
65.,"Dermana DermanOil 200ml - Ultra Gentle Cleansing Oil for Sensitive and Dry Atopic Skin, with Omega-3 and Omega-6, Vitamin A and E, Suitable for Everyone, Also Ideal for Newborns",B0F3XJ5GBH,Wash,https://www.amazon.it/dp/B0F3XJ5GBH?psc=1,IT,https://m.media-amazon.com/images/I/51BVjTag0bL._AC_SY355_.jpg,myity,14.67,42,42,N/A,752.34,752.33,177,"23,007",IT,8.06,1,4.6,15,7,0,2DAY PHARMA,Beauty,Extra Large Envelope,FBA,20.00 x 5.00 x 6.80 cm,0.23,N/A,"Apr 7, 2025",,No,15,2DAY PHARMA
51.,"Almond Oil Skin (Body and Face) and Hair, Anti Stretch Marks Pregnancy, Atopic Skin and Children, Professional Massage Oil, Moisturizing and Rich Vitamin E. 100% Natural and Pure – 250 ml",B0CSYNGW6H,Oil,https://www.amazon.it/dp/B0CSYNGW6H?psc=1,IT,https://m.media-amazon.com/images/I/61BSt1nBJ8L._AC_SY355_.jpg,Oïléna,19.89,2,2,N/A,38.38,38.36,187,"127,730",AMZ,8.02,2,4.6,11,9,0,,Beauty,Extra Large Envelope,AMZ,15.00 x 5.60 x 5.80 cm,0.26,N/A,"Jan 22, 2024",,No,30,
63.,Facial and Body Cleansing Oil for Atopic Dermatitis - Prevents and Neutralises Psoriasis Itching Dryness and Skin Inflammation - Nickel Tested - 100ml,B08MV6SKFY,Wash,https://www.amazon.it/dp/B08MV6SKFY?psc=1,IT,https://m.media-amazon.com/images/I/81aqYs+35HL._AC_SY355_.jpg,SANAMEDICA GROUP Srl,15.45,15,15,N/A,254.62,254.63,150,"46,590",IT,7.71,2,3.9,50,6,1,Sanamedica Group Srl,Beauty,Extra Large Envelope,FBA,13.50 x 4.90 x 5.00 cm,0.13,N/A,"Nov 5, 2020",,No,68,Sanamedica Group Srl
55.,"SVR - Topialyse Huile Washing - Anti-Itching and Relipidating Cleansing Oil - For Very Dry & Atopic Skin - Omega 3-6-9, Niacinamide, Prebiotics - 400 ml",B09M5WPSNQ,Wash,https://www.amazon.it/dp/B09M5WPSNQ?psc=1,IT,https://m.media-amazon.com/images/I/61qAecYDuvL._AC_SY355_.jpg,SVR,9.38,137,137,50,"2,158.09","2,158.1",152,"3,072",PL,6.74,23,4.6,692,6,9,Recosmo,Beauty,Extra Large Envelope,MFN,18.10 x 5.70 x 5.80 cm,0.47,N/A,"Nov 17, 2021",,No,56,Recosmo
35.,"Almond Oil Skin (Body and Face) and Hair, Anti Stretch Marks Pregnancy, Atopic Skin and Children, Professional Massage Oil, Moisturizing and Rich Vitamin E. 100% Natural and Pure – 1000 ml",B07VR7Z936,Oil,https://www.amazon.it/dp/B07VR7Z936?psc=1,IT,https://m.media-amazon.com/images/I/51xfOLoDqpL._AC_SY355_.jpg,Oïléna,16.46,18,18,N/A,369.87,369.86,188,"61,705",AMZ,8.19,3,4.4,460,8,N/A,Amazon,Beauty,Small Parcel,AMZ,23.90 x 8.60 x 8.80 cm,0.98,N/A,"Jul 28, 2019",,No,84,Amazon
56.,"Almond Oil Skin (Body and Face) and Hair, Anti Stretch Marks Pregnancy, Atopic Skin and Children, Professional Massage Oil, Moisturizing and Rich Vitamin E. 100% Natural and Pure – 5000 ml",B09MFKXBFX,Oil,https://www.amazon.it/dp/B09MFKXBFX?psc=1,IT,https://m.media-amazon.com/images/I/71aXMI-wGtL._AC_SY355_.jpg,Oïléna,52.42,7,7,N/A,382.18,382.18,188,"88,814",AMZ,15.7,2,4.4,23,9,0,Amazon,Beauty,Standard Parcel,AMZ,33.00 x 18.50 x 24.60 cm,4.84,N/A,"Nov 23, 2021",,No,56,Amazon
38.,"Eucerin Atopi Control Skincare Kit with Body Cleansing Oil Soothing Cleansing Oil 400 ml and Atopic Dermatitis Cream Soothing Body Balm 400 ml, With Ceramides and Oils, Dry, Sensitive and Atopic Skin",B0GLQS6DNR,Wash,https://www.amazon.it/dp/B0GLQS6DNR?psc=1,IT,https://m.media-amazon.com/images/I/61dYb613MaL._AC_SX342_.jpg,Eucerin,35.58,0,0,N/A,0,0,199,"50,013",AMZ,N/A,1,5,1,10,0,Amazon,Beauty,N/A,AMZ,N/A,N/A,N/A,"Oct 15, 2019",,No,81,Amazon
1.,Neutrogena Norwegian Formula CICA Intense Repair Body Lotion for Dry Skin (Pack of 2 x 750ml) Repairing Body Moisturizer with Centella Asiatica,B0D1GK2ZKB,Cream,https://www.amazon.es/dp/B0D1GK2ZKB?psc=1,ES,https://m.media-amazon.com/images/I/61Nxo8mqIBL._AC_SY355_.jpg,Neutrogena,15.29,"4,269","3,884","2,000","64,721.28","56,324.05",143,109,AMZ,5.26,12,4.7,743,7,N/A,Amazon,Beauty,Small Parcel,AMZ,24.10 x 5.90 x 17.30 cm,1.66,N/A,"Apr 30, 2024",Sponsored Brand,No,24,Amazon
2.,"Neutrogena Norwegian Formula Deep Hydration Instant Absorption Body Lotion (2 X 750ml), Body Moisturizer for Dry Skin, Moisturizer with Pro-Ceramide & Glycerin",B0D1GKTKK3,Check,https://www.amazon.es/dp/B0D1GKTKK3?psc=1,ES,https://m.media-amazon.com/images/I/61n7NsYfAQL._AC_SY355_.jpg,Neutrogena,15.9,"2,734","1,453",800,"40,233.13","21,234.55",159,200,AMZ,7.65,24,4.6,470,7,N/A,Amazon,Beauty,Small Parcel,AMZ,23.70 x 6.10 x 17.70 cm,1.67,N/A,"Apr 30, 2024",Sponsored Brand,No,24,Amazon
3.,"Neutrogena Norwegian Formula Visibly Firming Body Lotion (2x750ml), Body Firming Cream for All Skin Types, Moisturizer with Glycerin and Procollagen Minerals",B0D1GL8D5D,Check,https://www.amazon.es/dp/B0D1GL8D5D?psc=1,ES,https://m.media-amazon.com/images/I/61rqmwaUCEL._AC_SY355_.jpg,Neutrogena,15.9,"1,269","1,269",500,"20,172.92","20,160.09",157,779,AMZ,6.66,21,4.7,482,7,30,Amazon,Beauty,Small Parcel,AMZ,24.30 x 10.30 x 13.50 cm,1.67,N/A,"Apr 30, 2024",Sponsored Brand,No,24,Amazon
10.,"Bepanthol Moisturizing Cream, Protects and Regenerates Dry and Irritated Skin, Even After Aesthetic Treatments and Sun Exposure, 100g",B006IS4FD6,Other,https://www.amazon.es/dp/B006IS4FD6?psc=1,ES,https://m.media-amazon.com/images/I/712DJNdT6PL._AC_SY355_.jpg,BEPANTHOL,17.19,368,276,100,"5,601.25","4,746.62",133,"3,093",AMZ,6.43,14,4.6,692,8,9,Amazon,Beauty,Extra Large Envelope,AMZ,19.10 x 4.20 x 5.60 cm,0.12,N/A,"Sep 28, 2015",,No,127,Amazon
11.,"CeraVe Intensive Moisturizing Lotion, For Very Dry and Irritated Skin, Restores the Protective Barrier, Enriched with Essential Ceramides and Shea Butter",B0F19H9JTR,Check,https://www.amazon.es/dp/B0F19H9JTR?psc=1,ES,https://m.media-amazon.com/images/I/71rphelU1FL._SX342_.jpg,CeraVe,19.9,"1,689","1,689",800,"30,087.72","30,086.62",153,546,AMZ,6.59,12,4.7,528,13,34,Amazon,Beauty,Extra Large Envelope,AMZ,18.60 x 4.90 x 8.50 cm,0.53,N/A,"Mar 12, 2025",,No,13,Amazon
13.,"Bepanthol Moisturizing Protective Ointment, Protects and Regenerates Dry, Irritated or Sensitized Skin by External Factors, 30 g",B00E0LU2ZS,Cream,https://www.amazon.es/dp/B00E0LU2ZS?psc=1,ES,https://m.media-amazon.com/images/I/71ovA7gsvyL._AC_SY355_.jpg,Bepanthol,8.99,0,883,500,0,"6,662.64",128,518,AMZ,4.61,17,4.6,"1,215",7,29,Amazon,Beauty,Large Envelope,AMZ,28.90 x 3.00 x 14.50 cm,0.04,N/A,"Jul 28, 2014",,No,141,Amazon
14.,"Bepanthol Moisturizing Protective Ointment, Protects and Regenerates Dry, Irritated or Sensitized Skin by External Factors, 100 g",B00E0JG2FY,Cream,https://www.amazon.es/dp/B00E0JG2FY?psc=1,ES,https://m.media-amazon.com/images/I/71YWNssUnzL._AC_SY355_.jpg,BEPANTHOL,14.5,0,944,500,0,"12,779.36",129,613,AMZ,7.02,4,4.7,"1,116",7,29,Amazon,Beauty,Extra Large Envelope,AMZ,19.20 x 4.30 x 5.50 cm,0.12,N/A,"Jul 28, 2014",,No,141,Amazon
18.,"Bepanthol Derma Repair Day Moisturizing Face Cream, Very Dry and Sensitive Skin, 50 Milliliters",B097H85186,Cream,https://www.amazon.es/dp/B097H85186?psc=1,ES,https://m.media-amazon.com/images/I/71sbJifqclL._AC_SY355_.jpg,BEPANTHOL,20.39,536,492,200,"11,207.86","10,016.14",95,"1,304",AMZ,6.91,9,4.6,349,7,N/A,Amazon,Beauty,Extra Large Envelope,AMZ,13.10 x 4.30 x 4.50 cm,0.09,N/A,"Jun 16, 2021",,No,58,Amazon
22.,Eczema & Itch Cream - Rapid Eczema & Dermatitis Relief - Soothes Skin Irritation & Redness - With Oat Extract 18g,B0G6SN8KRN,Cream,https://www.amazon.es/dp/B0G6SN8KRN?psc=1,ES,https://m.media-amazon.com/images/I/61hhoWgPrGL._AC_SY355_.jpg,BioRelie,9.99,134,134,50,"1,548.53","1,547.2",113,"8,210",CN,2.71,1,4.6,25,7,2,MASHANGYOU,Beauty,Standard Envelope,FBA,14.70 x 2.40 x 5.00 cm,0.04,N/A,"Jan 25, 2026",,No,3,MASHANGYOU
27.,"Lactovit - Crème Lactourea Moisturizing Mousse 24h for Body and Face, Very Dry and Extra Dry Skin, Immediate Absorption – 400 ml",B0B253987G,Cream,https://www.amazon.es/dp/B0B253987G?psc=1,ES,https://m.media-amazon.com/images/I/719R773-IFL._AC_SY355_.jpg,Lactovit,4.36,610,610,300,"2,891.73","2,885.48",128,"1,355",AMZ,4.3,1,4.6,"1,107",7,64,Amazon,Beauty,Small Parcel,AMZ,9.20 x 8.80 x 9.00 cm,0.45,N/A,"May 24, 2022",,No,47,Amazon
28.,"Cream for Psoriasis, Antipruritic Cream 20g, Relief of Itch and Peeling, Body Care for Very Dry and Sensitive Skin",B0GM6WS4T9,Cream,https://www.amazon.es/dp/B0GM6WS4T9?psc=1,ES,https://m.media-amazon.com/images/I/71JBxBy7J3L._AC_SY355_.jpg,AIDURA,9.99,179,171,100,"1,787.37","1,709.99",114,"3,700",CN,2.95,1,5,28,8,23,AIDURA,Beauty,Standard Envelope,FBA,13.80 x 2.40 x 4.20 cm,0.03,N/A,"Feb 7, 2026",,No,2,AIDURA
29.,"Neutrogena Norwegian Formula Deep Hydration Hypoallergenic Body Lotion (2 X 750ml), Body Moisturizer for Dry & Sensitive Skin, Moisturizer with Pro Ceramide & Glycerin",B00CD1ZEOQ,Check,https://www.amazon.es/dp/B00CD1ZEOQ?psc=1,ES,https://m.media-amazon.com/images/I/61ii0YIVAnL._AC_SY355_.jpg,Neutrogena,13.5,"2,734","1,147",400,"40,233.13","15,801.83",167,164,AMZ,6.3,8,4.7,200,7,N/A,Amazon,Beauty,Small Parcel,AMZ,23.90 x 7.00 x 17.30 cm,1.66,N/A,"Apr 30, 2024",,No,24,Amazon
30.,"CeraVe SA Anti-Rough Smoothing Cream For Dry, Rough and Imperfected Skin, For Face and Body, Exfoliates and Hydrates, With Ceramides, Salicylic Acid and Hyaluronic Acid, 340 ml",B07W8H8MBX,Check,https://www.amazon.es/dp/B07W8H8MBX?psc=1,ES,https://m.media-amazon.com/images/I/61vwcsxZG4L._AC_SY355_.jpg,CeraVe,15.29,"1,958","1,619","1,000","28,473.17","24,743.84",176,189,AMZ,6.03,22,4.5,"24,262",2,39,Amazon,Beauty,Small Parcel,AMZ,9.45 x 7.20 x 9.20 cm,0.39,N/A,"Aug 9, 2019",,No,80,Amazon
32.,"CeraVe Moisturizing Lotion, Dry to Very Dry Skin, Hydrates and Restores the Protective Barrier, Enriched with Essential Ceramides and Hyaluronic Acid, Lightweight Formula, Suitable for Face and Body",B07CG2TD9F,Check,https://www.amazon.es/dp/B07CG2TD9F?psc=1,ES,https://m.media-amazon.com/images/I/61YQYvukieL._AC_SY355_.jpg,CeraVe,9.3,"1,712",140,200,"25,622","1,354.15",198,69,AMZ,3.74,11,4.6,"64,661",8,558,Amazon,Beauty,Large Envelope,AMZ,15.80 x 3.80 x 7.00 cm,0.28,N/A,"Nov 5, 2025",,No,5,Amazon
34.,"Weleda - Almond Soothing Facial Cream, Moisturizes, Protects, Regenerates and Soothes Skin, Relieves Irritation, with Sweet Almond Oil and Plum Bone, Natural, Unscented - 30ml",B003LDJK5O,Cream,https://www.amazon.es/dp/B003LDJK5O?psc=1,ES,https://m.media-amazon.com/images/I/51iP3t-4gcL._AC_SY355_.jpg,Weleda,14.4,326,249,100,"4,756.82","3,674.44",175,"3,004",AMZ,N/A,8,4.2,"3,796",10,26,Amazon,Beauty,Large Envelope,AMZ,12.70 x 2.69 x 3.91 cm,0.04,N/A,"Dec 7, 2006",,No,232,Amazon
36.,CeraVe Body Moisturizer & Travel Moisturizer Set for Dry & Body Skin with Hyaluronic Acid 340g + Travel Facial Moisturizer for Normal & Dry Skin 20ml,B096Y1992S,Cream,https://www.amazon.es/dp/B096Y1992S?psc=1,ES,https://m.media-amazon.com/images/I/51TTj+Vi41L._SX342_.jpg,CeraVe,16.14,175,175,N/A,"2,760.47","2,759.6",149,"5,689",AMZ,6.44,1,4.6,"2,381",7,18,Amazon,Beauty,Small Parcel,AMZ,11.00 x 7.40 x 9.40 cm,0.42,N/A,"Aug 12, 2021",,No,56,Amazon
37.,"Instituto Español Atopic Skin Body Lotion, 750 Milliliters (Packaging May Differ)",B08W8H13RH,Check,https://www.amazon.es/dp/B08W8H13RH?psc=1,ES,https://m.media-amazon.com/images/I/61zq9OeCbcL._AC_SY355_.jpg,Instituto Español,7.78,"1,493","1,493",900,"11,679.03","11,676.19",81,342,AMZ,4.59,5,4.6,"1,669",1,26,Amazon,Beauty,Small Parcel,AMZ,27.79 x 8.61 x 10.01 cm,0.85,N/A,"Feb 9, 2021",,No,62,Amazon
38.,"La Roche Posay LIPIKAR Baume Light AP+M, 400 m",B0FSRVPY96,Cream,https://www.amazon.es/dp/B0FSRVPY96?psc=1,ES,https://m.media-amazon.com/images/I/61buVLxiskL._SX342_.jpg,La Roche-Posay,30,176,176,100,"5,173.43","5,172.78",46,"3,439",AMZ,8.49,2,4,19,6,7,Amazon,Beauty,Extra Large Envelope,AMZ,20.30 x 5.70 x 5.70 cm,0.44,N/A,"Oct 17, 2025",,No,6,Amazon
39.,"CeraVe SA Anti-Rough Smoothing Cream For Dry, Rough and Imperfected Skin, For Face and Body, Exfoliates and Hydrates, With Ceramides, Salicylic Acid and Hyaluronic Acid, 177 ml",B07WL7WV52,Check,https://www.amazon.es/dp/B07WL7WV52?psc=1,ES,https://m.media-amazon.com/images/I/71asmW4QToL._AC_SY355_.jpg,CeraVe,10.8,15,349,200,165.21,"3,826.27",176,"1,274",AMZ,4.84,7,4.5,"24,262",2,N/A,Amazon,Beauty,Extra Large Envelope,AMZ,16.40 x 4.60 x 5.10 cm,0.2,N/A,"Aug 9, 2019",,No,80,Amazon
44.,"Bepanthol Derma SensiCalm to Relieve Itching and Redness of Skin Irritations in Just 30 Minutes, Cortisone Free, 20g",B00WEOGK5Y,Check,https://www.amazon.es/dp/B00WEOGK5Y?psc=1,ES,https://m.media-amazon.com/images/I/61K7avo9EjL._AC_SY355_.jpg,BEPANTHOL,6.81,"3,222","1,464",900,"33,943.21","10,005.76",116,87,AMZ,4.34,12,4.4,"4,442",7,79,Amazon,Beauty,Large Envelope,AMZ,12.00 x 3.40 x 3.60 cm,0.03,N/A,"Sep 28, 2015",,No,127,Amazon
