Product Details,ASIN,Segment,URL,Marketplace,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
"Ematonil Plus Emulsion Gel with Arnica, Escin, Bromelain and Menthol, Cream for Hematoma, Small Trauma and Bruises with Soothing Action, Relief for Adults and Children, 50 ml",B08PQNRDF5,Check,https://www.amazon.it/dp/B08PQNRDF5?psc=1,IT,https://m.media-amazon.com/images/I/71D73TP2j+L._AC_SY355_.jpg,Bayer,6.55,"1,931","1,931","1,000","15,175.82","15,156.99",174,609,AMZ,3.99,11,4.6,"2,184",2,25,Amazon,Health & Household,Large Envelope,AMZ,14.80 x 3.70 x 3.80 cm,0.07,N/A,"Oct 14, 2016",,No,114,Amazon
"100 g Eczema Cream, Soothing and Softening Crem, Body Cream with Prolonged Action, Suitable for All Skin Types, Nourishes and Protects.",B0F2MRQ284,Cream,https://www.amazon.it/dp/B0F2MRQ284?psc=1,IT,https://m.media-amazon.com/images/I/71ije0+JWZL._AC_SY355_.jpg,TULAMORIY,13.99,103,103,50,"1,442.87","1,441.74",135,"5,962",CN,6.04,1,4.4,48,9,N/A,XuXiaChengSha,Beauty,Large Envelope,FBA,14.90 x 3.70 x 6.10 cm,0.11,N/A,"Mar 27, 2025",,No,13,XuXiaChengSha
Dexeryl Cream 500g,B0098G931Y,Cream,https://www.amazon.it/dp/B0098G931Y?psc=1,IT,https://m.media-amazon.com/images/I/61L+5+7R4ML._AC_SY355_.jpg,Hengulus,21.55,138,138,50,"2,613.27","2,612.26",18,"5,687",BG,7.15,7,4.7,"1,360",1,22,AR First Aid,Beauty,Extra Large Envelope,MFN,23.00 x 5.60 x 5.80 cm,0.56,N/A,"Dec 31, 2012",,No,160,AR First Aid
"AIESI® Hydrophilic Base Cream with Vitamin E (1 kg), Restructuring Moisturizing Cream for Face and Body Ideal for Dry Skin, Pharmaceutical, Cosmetic and Dermatological Use, Made in Italy",B0BR5NJPDQ,Cream,https://www.amazon.it/dp/B0BR5NJPDQ?psc=1,IT,https://m.media-amazon.com/images/I/71P36eaeLYL._AC_SY355_.jpg,AIESI,15.49,101,101,50,"1,907.55","1,906.40",186,"9,734",IT,7.95,2,4.5,183,7,10,Medical Division,Beauty,Small Parcel,FBA,15.40 x 9.90 x 10.00 cm,1.06,N/A,"Dec 27, 2022",,No,40,Medical Division
"AIESI Hydrophilic Base Cream (500 g), Restructuring Moisturizing Cream for Face and Body Ideal for Dry Skin, Pharmaceutical, Cosmetic and Dermatological Use, Made in Italy",B0DFTKRXLB,Cream,https://www.amazon.it/dp/B0DFTKRXLB?psc=1,IT,https://m.media-amazon.com/images/I/71uRJjYHdQL._AC_SY355_.jpg,AIESI,10.57,94,94,50,"1,209.13","1,208.09",171,"7,839",IT,6.89,2,4.3,44,7,3,Medical Division,Beauty,Small Parcel,FBA,10.00 x 9.20 x 9.70 cm,0.55,N/A,"Aug 31, 2024",,No,20,Medical Division
ISDIN Nutratopic Pro-Amp Emollient Body Cream for Specific Areas (200ml) | Treatment and Protection for Atopic Skin,B00A7WFZ88,Cream,https://www.amazon.it/dp/B00A7WFZ88?psc=1,IT,https://m.media-amazon.com/images/I/6139CE7fOpL._AC_SY445_.jpg,ISDIN,19.66,52,52,N/A,"1,234.91","1,234.32",115,"31,757",AMZ,7.39,10,4.6,833,6,1,Amazon,Beauty,Extra Large Envelope,AMZ,18.90 x 5.40 x 7.20 cm,0.22,N/A,"Jul 28, 2014",,No,141,Amazon
Difa Coper POL Prot Cream 250ml,B00D3HTP1C,Cream,https://www.amazon.it/dp/B00D3HTP1C?psc=1,IT,https://m.media-amazon.com/images/I/71Szx1Qps8L._AC_SY355_.jpg,DIFA COOPER,18.77,53,53,N/A,"1,013.39","1,013.05",31,"14,949",AMZ,7.02,15,4.7,361,6,4,Amazon,Beauty,Extra Large Envelope,AMZ,20.90 x 5.20 x 6.70 cm,0.28,N/A,"Sep 12, 2014",,No,139,Amazon
"Rilastil Stretch Mark Cream, Stretch Mark Treatment, Soothing, Moisturizing and Elasticizing, 75 ml",B09TB2HKN3,Check,https://www.amazon.it/dp/B09TB2HKN3?psc=1,IT,https://m.media-amazon.com/images/I/61A7-lLHIVL._AC_SY445_.jpg,Rilastil,20.48,"1,985",827,500,"43,732.55","23,903.52",99,119,AMZ,7.84,37,4.6,"1,754",6,17,Amazon,Beauty,Extra Large Envelope,AMZ,19.10 x 5.10 x 6.70 cm,0.24,N/A,"Feb 22, 2022",,No,50,Amazon
Pierre Fabre Ducray Prf4285 Ictyane Emollient Nourishing Cream – 200 ml,B07Z8J76J1,Check,https://www.amazon.it/dp/B07Z8J76J1?psc=1,IT,https://m.media-amazon.com/images/I/41FPCqURW6S._AC_SY355_.jpg,Ducray,14.09,74,74,N/A,"1,336.40","1,335.65",71,"9,887",FR,4.54,22,4.5,276,1,4,Para Prestige,Beauty,Small Parcel,FBA,16.50 x 6.40 x 10.10 cm,0.22,N/A,"Oct 4, 2019",,No,78,Para Prestige
"MOST - 2s Cream with Salicylic Acid and Sulphur, Face and Body Cream Controls Redness and Itching, Attenuates Stress Breakouts, Indicated for Sebaceous Skin, Rosacea, Seborrheic Dermatitis and",B00D3HQUH4,Cream,https://www.amazon.it/dp/B00D3HQUH4?psc=1,IT,https://m.media-amazon.com/images/I/41r2L0-dIYL._AC_SY355_.jpg,MOST,16.39,"1,304","1,304",600,"26,075.09","26,074.94",192,849,IT,7.17,12,4.3,"1,648",4,14,MOST Skincare,Beauty,Extra Large Envelope,FBA,12.40 x 4.50 x 4.70 cm,0.06,N/A,"Feb 9, 2016",,No,122,MOST Skincare
"ISDIN Ureadin Ultra30 (50ml) | Soothing Cream with 30% Urea | Maximum Hydration for Thickened Skin on Feet, Hands, Elbows and Knees",B00BR0KHDW,Check,https://www.amazon.it/dp/B00BR0KHDW?psc=1,IT,https://m.media-amazon.com/images/I/71fDjM+DopL._AC_SY445_.jpg,ISDIN,15.08,149,149,100,"2,460.39","2,458.77",131,"6,298",AMZ,6.16,10,4.6,"1,427",6,28,Amazon,Beauty,Large Envelope,AMZ,13.50 x 3.70 x 4.80 cm,0.08,N/A,"Dec 10, 2011",,No,172,Amazon
"Rilastil Defense Sterile, Protective, Soothing, Soothing and Rehydrating Cream for Sensitive and Reactive Skin, Preservative and Fragrance Free, 50 ml Pack",B07BFG1DYV,Cream,https://www.amazon.it/dp/B07BFG1DYV?psc=1,IT,https://m.media-amazon.com/images/I/61SzGlGCuSL._AC_SY445_.jpg,Rilastil,16.05,396,396,200,"8,705.65","8,703.74",155,"3,430",AMZ,7.54,11,4.6,249,6,10,Amazon,Beauty,Large Envelope,AMZ,16.20 x 3.90 x 4.10 cm,0.01,N/A,"Sep 22, 2016",,No,115,Amazon
"sxhyf Hard Bristle Slit Cleaning Brush - Multifunctional Gap Cleaning Brush, Bathroom Cleaning Brush, Household Slit Cleaning Tools (3, Black)",B0CRZ3T7VM,Check,https://www.amazon.it/dp/B0CRZ3T7VM?psc=1,IT,https://m.media-amazon.com/images/I/511cODaOPdL._AC_SY355_.jpg,SXhyf,9.83,293,293,200,"2,894.49","2,891.42",142,"3,143",CN,4.37,1,4.4,"3,258",6,81,SXhyf-IT,Home & Kitchen,Standard Envelope,FBA,24.10 x 2.20 x 6.50 cm,0.11,N/A,"Mar 20, 2024",Sponsored Brand Video,No,25,SXhyf-IT
EUCERIN Atopicontrol Bath & Shower Oil - 400ml,B07KJW6DC5,Wash,https://www.amazon.it/dp/B07KJW6DC5?psc=1,IT,https://m.media-amazon.com/images/I/51-DFRJJoOL._AC_SY355_.jpg,Eucerin,15.65,6,6,N/A,121.01,121.01,46,"67,669",IT,7.44,6,4.4,91,5,0,eFarma - I tuoi Farmacisti online,Beauty,Large Envelope,MFN,21.80 x 3.80 x 8.40 cm,0.45,N/A,"Mar 22, 2018",,No,100,eFarma - I tuoi Farmacisti online
Baby Cleansing Oil for Atopic Tendency Skin,B0DK7KYSMM,Wash,https://www.amazon.it/dp/B0DK7KYSMM?psc=1,IT,https://m.media-amazon.com/images/I/515EEjHjHAL._AC_SY355_.jpg,Linea Mamma Baby,14.75,5,5,N/A,90.72,90.7,43,"18,139",AMZ,6.93,2,4.6,3,3,0,Amazon,Baby Products,Extra Large Envelope,AMZ,15.40 x 5.60 x 5.70 cm,0.27,N/A,"Oct 17, 2024",,No,21,Amazon
"SVR Topialyse Aceite Micelar Washer, 1 Litre",B077C7G2XV,Wash,https://www.amazon.it/dp/B077C7G2XV?psc=1,IT,https://m.media-amazon.com/images/I/7188LEP7rGL._AC_SY355_.jpg,SVR,16.37,30,30,N/A,624.54,624.55,44,"4,412",FR,7.97,7,4.6,"1,059",4,3,Cosmeco,Beauty,Small Parcel,FBA,23.40 x 8.10 x 8.40 cm,1.17,N/A,"Nov 12, 2017",,No,104,Cosmeco
"KELEMATA PL3 Physiological Cleansing Oil 500 ml, Treatment for Atopic and Very Dry Skin, with Vegetable Ceramides and Water-Soluble Oils, Face and Body, Soap and SLES, Lasting Hydration",B09414VNF1,Wash,https://www.amazon.it/dp/B09414VNF1?psc=1,IT,https://m.media-amazon.com/images/I/61G5wpjZOkL._AC_SY355_.jpg,Kelemata,6.82,40,40,N/A,361.96,361.93,185,"40,834",IT,5.33,9,3.8,10,1,0,Tuttofarma: salute e bellezza a portata di click,Beauty,Extra Large Envelope,MFN,20.00 x 5.00 x 9.00 cm,0.5,N/A,"May 3, 2021",,No,62,Tuttofarma: salute e bellezza a portata di click
"Rilastil Xerolact Olio Detergente Viso e Corpo per Neonati, Bambini e Adulti, Idratante, Relipidante, per Pelli Secche, Irritate e con Tendenza Atopica",B0DVM1G1B3,Wash,https://www.amazon.it/dp/B0DVM1G1B3?psc=1,IT,https://m.media-amazon.com/images/I/61qoRmZRZTL._AC_SY445_.jpg,Rilastil,15.49,"2,560","2,341","2,000","45,358.49","41,294.91",151,130,AMZ,9.1,22,4.6,"3,262",3,38,Amazon,Beauty,Small Parcel,AMZ,24.80 x 8.70 x 9.50 cm,1.17,N/A,"Jan 31, 2025",,No,18,Amazon
"VITAMINDERMINA Restorative Cleansing Oil 250ml - Body Cleansing - For Dry, Very Dry, Sensitive, Atopic Prone Skin - Soothing and Antipruritic - For Babies, Children and Adults",B0BWVL993X,Wash,https://www.amazon.it/dp/B0BWVL993X?psc=1,IT,https://m.media-amazon.com/images/I/51A-YXeAc3L._AC_SY355_.jpg,VITAMINDERMINA,6.06,29,29,N/A,213.35,213.36,175,"4,949",AMZ,4.23,6,4,9,7,1,Amazon,Baby Products,Extra Large Envelope,AMZ,21.20 x 4.80 x 7.60 cm,0.31,N/A,"Feb 25, 2023",,No,41,Amazon
"Dermana DermanOil 200ml - Ultra Gentle Cleansing Oil for Sensitive and Dry Atopic Skin, with Omega-3 and Omega-6, Vitamin A and E, Suitable for Everyone, Also Ideal for Newborns",B0F3XJ5GBH,Wash,https://www.amazon.it/dp/B0F3XJ5GBH?psc=1,IT,https://m.media-amazon.com/images/I/51BVjTag0bL._AC_SY355_.jpg,myity,14.67,42,42,N/A,752.34,752.33,177,"23,007",IT,8.06,1,4.6,15,7,0,2DAY PHARMA,Beauty,Extra Large Envelope,FBA,20.00 x 5.00 x 6.80 cm,0.23,N/A,"Apr 7, 2025",,No,15,2DAY PHARMA
"Almond Oil Skin (Body and Face) and Hair, Anti Stretch Marks Pregnancy, Atopic Skin and Children, Professional Massage Oil, Moisturizing and Rich Vitamin E. 100% Natural and Pure – 250 ml",B0CSYNGW6H,Oil,https://www.amazon.it/dp/B0CSYNGW6H?psc=1,IT,https://m.media-amazon.com/images/I/61BSt1nBJ8L._AC_SY355_.jpg,Oïléna,19.89,2,2,N/A,38.38,38.36,187,"127,730",AMZ,8.02,2,4.6,11,9,0,,Beauty,Extra Large Envelope,AMZ,15.00 x 5.60 x 5.80 cm,0.26,N/A,"Jan 22, 2024",,No,30,
Facial and Body Cleansing Oil for Atopic Dermatitis - Prevents and Neutralises Psoriasis Itching Dryness and Skin Inflammation - Nickel Tested - 100ml,B08MV6SKFY,Wash,https://www.amazon.it/dp/B08MV6SKFY?psc=1,IT,https://m.media-amazon.com/images/I/81aqYs+35HL._AC_SY355_.jpg,SANAMEDICA GROUP Srl,15.45,15,15,N/A,254.62,254.63,150,"46,590",IT,7.71,2,3.9,50,6,1,Sanamedica Group Srl,Beauty,Extra Large Envelope,FBA,13.50 x 4.90 x 5.00 cm,0.13,N/A,"Nov 5, 2020",,No,68,Sanamedica Group Srl
"SVR - Topialyse Huile Washing - Anti-Itching and Relipidating Cleansing Oil - For Very Dry & Atopic Skin - Omega 3-6-9, Niacinamide, Prebiotics - 400 ml",B09M5WPSNQ,Wash,https://www.amazon.it/dp/B09M5WPSNQ?psc=1,IT,https://m.media-amazon.com/images/I/61qAecYDuvL._AC_SY355_.jpg,SVR,9.38,137,137,50,"2,158.09","2,158.10",152,"3,072",PL,6.74,23,4.6,692,6,9,Recosmo,Beauty,Extra Large Envelope,MFN,18.10 x 5.70 x 5.80 cm,0.47,N/A,"Nov 17, 2021",,No,56,Recosmo
"Almond Oil Skin (Body and Face) and Hair, Anti Stretch Marks Pregnancy, Atopic Skin and Children, Professional Massage Oil, Moisturizing and Rich Vitamin E. 100% Natural and Pure – 1000 ml",B07VR7Z936,Oil,https://www.amazon.it/dp/B07VR7Z936?psc=1,IT,https://m.media-amazon.com/images/I/51xfOLoDqpL._AC_SY355_.jpg,Oïléna,16.46,18,18,N/A,369.87,369.86,188,"61,705",AMZ,8.19,3,4.4,460,8,N/A,Amazon,Beauty,Small Parcel,AMZ,23.90 x 8.60 x 8.80 cm,0.98,N/A,"Jul 28, 2019",,No,84,Amazon
"Almond Oil Skin (Body and Face) and Hair, Anti Stretch Marks Pregnancy, Atopic Skin and Children, Professional Massage Oil, Moisturizing and Rich Vitamin E. 100% Natural and Pure – 5000 ml",B09MFKXBFX,Oil,https://www.amazon.it/dp/B09MFKXBFX?psc=1,IT,https://m.media-amazon.com/images/I/71aXMI-wGtL._AC_SY355_.jpg,Oïléna,52.42,7,7,N/A,382.18,382.18,188,"88,814",AMZ,15.7,2,4.4,23,9,0,Amazon,Beauty,Standard Parcel,AMZ,33.00 x 18.50 x 24.60 cm,4.84,N/A,"Nov 23, 2021",,No,56,Amazon
"Eucerin Atopi Control Skincare Kit with Body Cleansing Oil Soothing Cleansing Oil 400 ml and Atopic Dermatitis Cream Soothing Body Balm 400 ml, With Ceramides and Oils, Dry, Sensitive and Atopic Skin",B0GLQS6DNR,Wash,https://www.amazon.it/dp/B0GLQS6DNR?psc=1,IT,https://m.media-amazon.com/images/I/61dYb613MaL._AC_SX342_.jpg,Eucerin,35.58,0,0,N/A,0,0,199,"50,013",AMZ,N/A,1,5,1,10,0,Amazon,Beauty,N/A,AMZ,N/A,N/A,N/A,"Oct 15, 2019",,No,81,Amazon
Eczema & Itch Cream - Rapid Eczema & Dermatitis Relief - Soothes Skin Irritation & Redness - With Oat Extract 18g,B0G6SN8KRN,Cream,https://www.amazon.es/dp/B0G6SN8KRN?psc=1,ES,https://m.media-amazon.com/images/I/61hhoWgPrGL._AC_SY355_.jpg,BioRelie,9.99,134,134,50,"1,548.53","1,547.20",113,"8,210",CN,2.71,1,4.6,25,7,2,MASHANGYOU,Beauty,Standard Envelope,FBA,14.70 x 2.40 x 5.00 cm,0.04,N/A,"Jan 25, 2026",,No,3,MASHANGYOU
"Lactovit - Crème Lactourea Moisturizing Mousse 24h for Body and Face, Very Dry and Extra Dry Skin, Immediate Absorption – 400 ml",B0B253987G,Check / urea,https://www.amazon.es/dp/B0B253987G?psc=1,ES,https://m.media-amazon.com/images/I/719R773-IFL._AC_SY355_.jpg,Lactovit,4.36,610,610,300,"2,891.73","2,885.48",128,"1,355",AMZ,4.3,1,4.6,"1,107",7,64,Amazon,Beauty,Small Parcel,AMZ,9.20 x 8.80 x 9.00 cm,0.45,N/A,"May 24, 2022",,No,47,Amazon
"CeraVe SA Anti-Rough Smoothing Cream For Dry, Rough and Imperfected Skin, For Face and Body, Exfoliates and Hydrates, With Ceramides, Salicylic Acid and Hyaluronic Acid, 340 ml",B07W8H8MBX,Check / urea,https://www.amazon.es/dp/B07W8H8MBX?psc=1,ES,https://m.media-amazon.com/images/I/61vwcsxZG4L._AC_SY355_.jpg,CeraVe,15.29,"1,958","1,619","1,000","28,473.17","24,743.84",176,189,AMZ,6.03,22,4.5,"24,262",2,39,Amazon,Beauty,Small Parcel,AMZ,9.45 x 7.20 x 9.20 cm,0.39,N/A,"Aug 9, 2019",,No,80,Amazon
"CeraVe Moisturizing Lotion, Dry to Very Dry Skin, Hydrates and Restores the Protective Barrier, Enriched with Essential Ceramides and Hyaluronic Acid, Lightweight Formula, Suitable for Face and Body",B07CG2TD9F,Cream,https://www.amazon.es/dp/B07CG2TD9F?psc=1,ES,https://m.media-amazon.com/images/I/61YQYvukieL._AC_SY355_.jpg,CeraVe,9.3,"1,712",140,200,"25,622","1,354.15",198,69,AMZ,3.74,11,4.6,"64,661",8,558,Amazon,Beauty,Large Envelope,AMZ,15.80 x 3.80 x 7.00 cm,0.28,N/A,"Nov 5, 2025",,No,5,Amazon
"Weleda - Almond Soothing Facial Cream, Moisturizes, Protects, Regenerates and Soothes Skin, Relieves Irritation, with Sweet Almond Oil and Plum Bone, Natural, Unscented - 30ml",B003LDJK5O,Cream,https://www.amazon.es/dp/B003LDJK5O?psc=1,ES,https://m.media-amazon.com/images/I/51iP3t-4gcL._AC_SY355_.jpg,Weleda,14.4,326,249,100,"4,756.82","3,674.44",175,"3,004",AMZ,N/A,8,4.2,"3,796",10,26,Amazon,Beauty,Large Envelope,AMZ,12.70 x 2.69 x 3.91 cm,0.04,N/A,"Dec 7, 2006",,No,232,Amazon
CeraVe Body Moisturizer & Travel Moisturizer Set for Dry & Body Skin with Hyaluronic Acid 340g + Travel Facial Moisturizer for Normal & Dry Skin 20ml,B096Y1992S,Cream,https://www.amazon.es/dp/B096Y1992S?psc=1,ES,https://m.media-amazon.com/images/I/51TTj+Vi41L._SX342_.jpg,CeraVe,16.14,175,175,N/A,"2,760.47","2,759.60",149,"5,689",AMZ,6.44,1,4.6,"2,381",7,18,Amazon,Beauty,Small Parcel,AMZ,11.00 x 7.40 x 9.40 cm,0.42,N/A,"Aug 12, 2021",,No,56,Amazon
"Instituto Español Atopic Skin Body Lotion, 750 Milliliters (Packaging May Differ)",B08W8H13RH,Check,https://www.amazon.es/dp/B08W8H13RH?psc=1,ES,https://m.media-amazon.com/images/I/61zq9OeCbcL._AC_SY355_.jpg,Instituto Español,7.78,"1,493","1,493",900,"11,679.03","11,676.19",81,342,AMZ,4.59,5,4.6,"1,669",1,26,Amazon,Beauty,Small Parcel,AMZ,27.79 x 8.61 x 10.01 cm,0.85,N/A,"Feb 9, 2021",,No,62,Amazon
"La Roche Posay LIPIKAR Baume Light AP+M, 400 m",B0FSRVPY96,Cream,https://www.amazon.es/dp/B0FSRVPY96?psc=1,ES,https://m.media-amazon.com/images/I/61buVLxiskL._SX342_.jpg,La Roche-Posay,30,176,176,100,"5,173.43","5,172.78",46,"3,439",AMZ,8.49,2,4,19,6,7,Amazon,Beauty,Extra Large Envelope,AMZ,20.30 x 5.70 x 5.70 cm,0.44,N/A,"Oct 17, 2025",,No,6,Amazon
"CeraVe SA Anti-Rough Smoothing Cream For Dry, Rough and Imperfected Skin, For Face and Body, Exfoliates and Hydrates, With Ceramides, Salicylic Acid and Hyaluronic Acid, 177 ml",B07WL7WV52,Check,https://www.amazon.es/dp/B07WL7WV52?psc=1,ES,https://m.media-amazon.com/images/I/71asmW4QToL._AC_SY355_.jpg,CeraVe,10.8,15,349,200,165.21,"3,826.27",176,"1,274",AMZ,4.84,7,4.5,"24,262",2,N/A,Amazon,Beauty,Extra Large Envelope,AMZ,16.40 x 4.60 x 5.10 cm,0.2,N/A,"Aug 9, 2019",,No,80,Amazon
"Bepanthol Derma SensiCalm to Relieve Itching and Redness of Skin Irritations in Just 30 Minutes, Cortisone Free, 20g",B00WEOGK5Y,Check,https://www.amazon.es/dp/B00WEOGK5Y?psc=1,ES,https://m.media-amazon.com/images/I/61K7avo9EjL._AC_SY355_.jpg,BEPANTHOL,6.81,"3,222","1,464",900,"33,943.21","10,005.76",116,87,AMZ,4.34,12,4.4,"4,442",7,79,Amazon,Beauty,Large Envelope,AMZ,12.00 x 3.40 x 3.60 cm,0.03,N/A,"Sep 28, 2015",,No,127,Amazon
"Antifungal Cream 30 g, To Relieve Itchy Jock Skin, Eczema, Effective Treatment of Athlete's Feet, Soothes Itching, Cream to Relieve Skin Itch in Adults",B0FRSZ94RH,Cream,https://www.amazon.es/dp/B0FRSZ94RH?psc=1,ES,https://m.media-amazon.com/images/I/71h2z6fN5NL._AC_SY355_.jpg,HNYGS-EU,11.99,"1,132","1,132",800,"13,574.33","13,562.86",151,397,CN,5,1,4.4,34,8,9,aifusen,Beauty,Standard Envelope,FBA,11.00 x 2.40 x 4.00 cm,0.04,N/A,"Sep 19, 2025",,No,7,aifusen
"CENTELLIAN 24 Madeca Time Reverse Cream (50ml) - Nourishing and Fast Absorption, Hydrates, Firms and Reduces Wrinkles, Low Irritation, Korean Skin Care",B0DFY92NDB,Other,https://www.amazon.es/dp/B0DFY92NDB?psc=1,ES,https://m.media-amazon.com/images/I/51Pietq1jbL._AC_SX355_.jpg,CENTELLIAN 24,16.3,"1,861","1,861","1,000","34,431.38","34,422.63",151,169,DE,6.29,11,4.6,"3,008",8,587,F Trade GmbH,Beauty,Large Envelope,FBA,15.09 x 3.51 x 5.69 cm,0.07,N/A,"Jan 4, 2026",,No,3,F Trade GmbH
"Rilastil - Xerolact PB Moisturizing Balm Anti-Irritation with Prebiotics, for Dry Fragile or Atopic Skin, Relieves Itching, Intensely Nourishes and Repairs the Skin Barrier - 400 ml",B08R1FQWKH,Cream,https://www.amazon.es/dp/B08R1FQWKH?psc=1,ES,https://m.media-amazon.com/images/I/517XkiRGwjL._AC_SY355_.jpg,Rilastil,17.49,392,370,100,"7,664.21","6,461.21",181,"1,666",AMZ,3.85,28,4.6,"1,362",7,19,Amazon,Beauty,Extra Large Envelope,AMZ,20.40 x 5.30 x 5.50 cm,0.45,N/A,"Dec 10, 2020",,No,64,Amazon
"CETAPHIL Moisturizing Body and Facial Cream for Dry and Sensitive Skin, Hydrates up to 48 Hours, 85G",B08DS9P37M,Cream,https://www.amazon.es/dp/B08DS9P37M?psc=1,ES,https://m.media-amazon.com/images/I/71C33gNvqxL._AC_SY355_.jpg,Cetaphil,7.93,"1,280",346,200,"16,410.72","2,960.26",100,"1,021",AMZ,3.63,7,4.6,"3,406",8,76,Amazon,Beauty,Large Envelope,AMZ,14.80 x 3.90 x 5.30 cm,0.11,N/A,"Jul 28, 2020",,No,69,Amazon
"TALQUISTINA - Moisturizing Cream 400 ml, for Itchy Skin, Daily Use, Long-Lasting Hydration, Protects and Soothes Dryness, Suitable for Sensitive Skin.",B0BJFP4VYY,Cream,https://www.amazon.es/dp/B0BJFP4VYY?psc=1,ES,https://m.media-amazon.com/images/I/61auJKXDwQL._AC_SY355_.jpg,TALQUISTINA,23.08,"1,059","1,059",800,"23,007.72","23,001.18",150,515,N/A,7.26,23,4.6,776,8,27,,Beauty,Extra Large Envelope,MFN,19.70 x 5.40 x 5.60 cm,0.44,N/A,"Oct 17, 2022",,No,42,
CeraVe Intensive Moisturizing Creme For Dry Dry Skin 340ml,B0FHQ1Z14S,Cream,https://www.amazon.es/dp/B0FHQ1Z14S?psc=1,ES,https://m.media-amazon.com/images/I/516g-JSN04L._SY445_.jpg,CeraVe,20.4,533,533,200,"10,715.27","10,712.12",58,"2,135",AMZ,6.89,3,4.6,117,3,38,Amazon,Beauty,Small Parcel,AMZ,9.30 x 7.40 x 9.20 cm,0.39,N/A,"Dec 23, 2025",,No,4,Amazon
BEPANTHOL Dry Skin Moisturizing Cream - Derma Repair Lotion - Immediate and Lasting Hydration for Very Dry and Sensitive Skin - Daily Use - 400ml - Without Perfume or Dyes,B097HBHKR9,Cream,https://www.amazon.es/dp/B097HBHKR9?psc=1,ES,"https://m.media-amazon.com/images/I/61ERqQaqZGL._AC_SY355_PIbundle-400,TopRight,0,0_SH20_.jpg",BEPANTHOL,16.2,563,448,300,"9,100.49","7,259.41",171,"1,190",AMZ,7.27,6,4.6,708,7,13,Amazon,Beauty,Small Parcel,AMZ,19.40 x 6.10 x 6.20 cm,0.47,N/A,"Jun 16, 2021",,No,58,Amazon
"Weleda - Skin Food Original, Repair Cream, Nourishes and Hydrates, with Sunflower and Almond Oil, Calendula, Wild Thought and Chamomile, for Very Dry and Cracked Skin -75ml",B00A3M1TIW,Cream,https://www.amazon.es/dp/B00A3M1TIW?psc=1,ES,https://m.media-amazon.com/images/I/51KFDzNEIyL._AC_SY355_.jpg,Weleda,9.6,"1,666","1,612","1,000","19,743.79","15,685.64",172,168,AMZ,3.77,9,4.6,"4,359",13,31,Amazon,Beauty,Large Envelope,AMZ,14.10 x 3.91 x 5.31 cm,0.06,N/A,"Feb 13, 2013",,No,158,Amazon
"Bepanthol Derma SensiCalm to Relieve Itching and Redness of Skin Irritations in Just 30 Minutes, Cortisone Free, 50g",B07VKDRPW7,Check,https://www.amazon.es/dp/B07VKDRPW7?psc=1,ES,https://m.media-amazon.com/images/I/61eN7dZrU+L._AC_SY355_.jpg,BEPANTHOL,12.4,"3,222","1,607",700,"33,943.21","20,094.31",116,107,AMZ,4.86,17,4.4,"4,442",7,79,Amazon,Beauty,Large Envelope,AMZ,14.10 x 4.00 x 4.20 cm,0.07,N/A,"Jul 22, 2019",,No,81,Amazon
"Uriage Xemose C8+ Anti-Itch Relipidizing Balm 500ml - Nourishes, Repairs, Soothes - Very Dry Skin, Trend Atopic Eczema - 8Ceramides Biomimetics, 10% Shea Butter - Face, Body, Unscented",B07JDLL4LP,Cream,https://www.amazon.es/dp/B07JDLL4LP?psc=1,ES,https://m.media-amazon.com/images/I/61A6-pcTF0L._AC_SY355_.jpg,Uriage,18.9,352,352,200,"6,469.81","6,467.86",184,"2,519",CH,7.03,28,4.5,"1,475",7,44,DERMA EU,Beauty,Small Parcel,FBA,20.50 x 6.60 x 6.70 cm,0.53,N/A,"Sep 29, 2018",,No,91,DERMA EU
"Neutrogena Norwegian Formula Deep Hydration Body Lotion for Dry Skin (400ml), Body Moisturizer with Pro-Ceramide & Glycerin Technology",B00BN7XH2C,Check,https://www.amazon.es/dp/B00BN7XH2C?psc=1,ES,https://m.media-amazon.com/images/I/51LPN63FdTL._AC_SY355_.jpg,Neutrogena,6.99,318,293,100,"2,532.78","2,024.46",134,"2,466",AMZ,3.56,10,4.6,"2,831",7,15,Amazon,Beauty,Large Envelope,AMZ,22.20 x 4.00 x 7.20 cm,0.45,N/A,"May 20, 2014",,No,143,Amazon
"NIVEA Repair & Care Body Milk, Body Moisturizer for Dry & Extra Dry Skin, Moisturizer with 72h Hydration and Intensive Care, 1 x 400ml",B0D82BKYF1,Cream,https://www.amazon.es/dp/B0D82BKYF1?psc=1,ES,https://m.media-amazon.com/images/I/513JvuibhSL._AC_SY355_.jpg,NIVEA,5.88,465,465,200,"2,712.39","2,712.04",134,"2,698",AMZ,3.7,6,4.7,240,9,21,Amazon,Beauty,Extra Large Envelope,AMZ,22.20 x 4.40 x 6.60 cm,0.4,N/A,"Jun 25, 2024",,No,22,Amazon
