Display Order,Product Details,ASIN,URL,Image URL,Brand,Price  US$,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  US$,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller,Source Keywords
46.,"Bug Zapper Indoor Mosquito Zapper with Safety Grid USB Mosquito Trap Fly Zapper with Small Brush, Radiationless LED Mosquito Killer for Indoor, Home, Office, Car, Patio, Gray",B0GRZCVFS4,https://www.amazon.com/dp/B0GRZCVFS4?psc=1,https://m.media-amazon.com/images/I/61aWhDwwsTL._AC_SY355_.jpg,TWOHHACC,12.99,306,306,200,"3,971.69","3,968.49",174,"17,573",US,5.9,1,2.8,12,8,8,PENGSHOULIANG CO,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.67 x 3.94 x 4.09 in,0.31,N/A,"Mar 15, 2026",,No,2,PENGSHOULIANG CO,flying insect trap
50.,"Indoor Electric Bug Zapper, 2800V Powerful Flying Insect Mosquito Killer w/ 20W Blue Light Attract, Plug-in Pest Control Machine for Moth, Fruit Fly, Fungus Gnat, Garage Bug Catcher/Eliminator/Trap",B08CZG183C,https://www.amazon.com/dp/B08CZG183C?psc=1,https://m.media-amazon.com/images/I/71N2POHDdbL._AC_SX355_.jpg,Micnaron,37.99,315,95,N/A,"12,590.58","3,791.23",197,"85,270",US,13.38,1,4.1,249,7,N/A,Micnaron LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,15.35 x 3.90 x 11.73 in,3.66,N/A,"Sep 26, 2020",,No,68,Micnaron LLC,flying insect trap
42.,"2 Pack Plug in Bug Zapper Indoor Flying Insect Trap, Electronic Mosquito Zapper Gnat Traps with LED Light for Patio, Bedroom, Kitchen, Office",B0GX63294T,https://www.amazon.com/dp/B0GX63294T?psc=1,https://m.media-amazon.com/images/I/71iA8UxSbGL._AC_SX355_.jpg,Hywean zapper,15.99,127,127,300,"2,034.73","2,033.42",141,"99,850",US,6.49,1,3,4,8,N/A,YOUMWE20,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.24 x 2.87 x 3.39 in,0.29,N/A,"Apr 26, 2026",,No,1,YOUMWE20,flying insect trap
45.,"6 Pack Plug in Bug Zapper Indoor Flying Trap Indoor, Electronic Mosquito Zappers Gnat Zapper with LED Light for Patio, Bedroom, Kitchen",B0DPMHZ6Z1,https://www.amazon.com/dp/B0DPMHZ6Z1?psc=1,https://m.media-amazon.com/images/I/81v05FYEaqL._AC_SY355_.jpg,Hywean Zapper,27.99,56,56,N/A,"1,343.51","1,342.86",135,"313,800",US,10.32,1,2.5,12,8,0,YOUMWE20,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.72 x 2.83 x 5.20 in,0.84,N/A,"Mar 26, 2026",,No,2,YOUMWE20,flying insect trap
67.,YISSVIC Electric Fly Swatter Bug Zapper Racket Dual Modes Mosquito Killer with Purple Mosquito Light Rechargeable for Indoor Home Office Backyard Patio Camping (Black 2 Pack),B0BS16J73Z,https://www.amazon.com/dp/B0BS16J73Z?psc=1,https://m.media-amazon.com/images/I/81r8iUdWmVL._AC_SY355_.jpg,YISSVIC,28.99,29,29,"1,000",833.95,833.94,174,"1,071",US,10.94,2,4.4,"1,635",9,210,Fococo,"Patio, Lawn & Garden",Large Standard-Size,FBA,17.40 x 1.85 x 11.57 in,1.92,N/A,"Apr 24, 2023",,No,37,Fococo,flying insect trap
68.,"2026 Upgraded Indoor Bug Zapper, Plug-in Mosquito Zapper for Home, Electric Fly Trap & Fruit Fly Killer, Small Insect Trap with LED Light for Living Room, Bedroom, Kitchen, Baby Room, 4-Pack",B0G7ZFZ6JS,https://www.amazon.com/dp/B0G7ZFZ6JS?psc=1,https://m.media-amazon.com/images/I/71G0giWxPyL._AC_SY355_.jpg,Lycxbfjia,9.99,63,63,N/A,642.79,642.06,190,"99,285",US,5.99,1,3.3,23,9,0,TMAK USA LOGISTICS LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.54 x 2.91 x 5.35 in,0.57,N/A,"Mar 3, 2026",,No,2,TMAK USA LOGISTICS LLC,flying insect trap
43.,"2 Pack Plug in Bug Zapper Indoor, Flying Insect Trap, Electronic Mosquito Zapper Gnat Traps with LED Light for Patio, Bedroom, Kitchen, Office",B0GWCLRF26,https://www.amazon.com/dp/B0GWCLRF26?psc=1,https://m.media-amazon.com/images/I/71jC5xuA5PL._AC_SX355_.jpg,Dwcom Trap,9.99,43,43,N/A,484.83,484.36,142,"47,007",US,5.41,1,3.5,3,8,0,YOUMWE20,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.69 x 3.19 x 5.08 in,0.31,N/A,"Apr 10, 2026",,No,1,YOUMWE20,flying insect trap
61.,"Buggybands 20W Mosquito Killer Lamp, Fruit Fly Traps for Indoors Electric Bug Zapper for Home, Mosquito Repellent Moth Light Gnat Insect Killer with 2 Replacement Bulbs",B0DTJ21FJL,https://www.amazon.com/dp/B0DTJ21FJL?psc=1,https://m.media-amazon.com/images/I/81RrgMgRguL._AC_SY355_.jpg,BuggyBands,29.99,5,5,N/A,143.62,143.49,168,"469,970",US,13.86,1,3.7,19,8,0,AGfun,"Patio, Lawn & Garden",Large Standard-Size,FBA,16.14 x 3.74 x 12.68 in,4.45,N/A,"Apr 19, 2025",,No,13,AGfun,flying insect trap
36.,"Indoor Bug Zappers, Fly Traps for Indoors, Insect Traps for Home Mosquito Killer for Kids & Pets, Home, Kitchen, Bedroom, Baby Room, Office (2 Packs)",B0H1LYMGH5,https://www.amazon.com/dp/B0H1LYMGH5?psc=1,https://m.media-amazon.com/images/I/81gFEbkzmNL._AC_SY355_.jpg,NYATNO,25.99,382,1,N/A,"13,529.88",29.64,149,"23,506",US,7.99,1,5,33,8,0,AVTAD LTD,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.12 x 2.64 x 3.31 in,0.29,N/A,"May 15, 2026",,No,0,AVTAD LTD,flying insect trap
25.,"Bug Zapper Indoor, Electronic Fly Trap Insect Killer, Mosquitoes Killer Mosquito Zapper with Blue Lights for Living Room, Home, Kitchen, Bedroom, Baby Room, Office(2 Packs)",B0H234WWWQ,https://www.amazon.com/dp/B0H234WWWQ?psc=1,https://m.media-amazon.com/images/I/71TWVHQ92sL._AC_SY355_.jpg,Forhimn,24.99,"2,154",0,N/A,"67,007.75",0,172,"17,145",US,7.84,1,5,147,N/A,0,ZHENG YU INC,"Patio, Lawn & Garden",Large Standard-Size,N/A,5.13 x 2.64 x 3.31 in,0.29,N/A,N/A,,No,N/A,ZHENG YU INC,flying insect trap
7.,"TERRO Fruit Fly Traps for Indoors (4 Pack) + 180 Days of Lure Supply - T2503SR - Lure and Kill Indoor Fruit Flies Near Fruit, Trash Cans, Countertops - Ready to Use Trap - 180 Day Supply",B01MRHXM0I,https://www.amazon.com/dp/B01MRHXM0I?psc=1,https://m.media-amazon.com/images/I/81F5uQH3fyL._AC_SY355_.jpg,,12.9,"46,700","33,928","20,000","666,055.13","451,708.29",186,20,AMZ,6.01,13,4,"24,462",9,285,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,7.09 x 2.05 x 4.65 in,0.42,N/A,"Nov 10, 2016",,No,114,Amazon,fruit fly trap
68.,Fly Strips Indoor Sticky Hanging 24pk with Pins. Non Toxic Outdoor Fly Trap Indoor for Home. Flies Tape Paper Trap Ribbon Roll for House Gnat Fruit and Housefly. Bug Catchers for Inside Home Flypaper.,B09VS6DHBK,https://www.amazon.com/dp/B09VS6DHBK?psc=1,https://m.media-amazon.com/images/I/91bxGNb7YyL._AC_SY355_.jpg,BugBane,11.99,"23,482","23,482","20,000","265,714.17","265,490.25",200,116,US,6.88,1,4.2,"9,168",9,160,BUGBANE,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.12 x 2.17 x 3.46 in,0.46,N/A,"Mar 24, 2022",,No,50,BUGBANE,fruit fly trap
57.,Fly Stick Sticky Fly Traps for Indoors Outdoor 6pk. Non-Toxic Super Sticky Hanging Flies Catcher Paper Tape Strips for Home. Catches All Bugs and gnats. Indoor Outdoor House Flying Insect Trap.,B0CP43WSGB,https://www.amazon.com/dp/B0CP43WSGB?psc=1,https://m.media-amazon.com/images/I/81pRUnfsZtL._AC_SY355_.jpg,BugBane,24.99,"8,598","8,598","5,000","255,301.29","255,257.57",193,248,US,11.23,1,4.4,"1,693",8,33,BUGBANE,"Patio, Lawn & Garden",Large Standard-Size,FBA,12.36 x 5.71 x 8.66 in,1.04,N/A,"Apr 5, 2024",,No,25,BUGBANE,fruit fly trap
15.,"Super Ninja Fruit Fly Traps for Indoors - 4 Pack, Highly Effective Fruit Fly Catcher for Indoor Use for Home & Kitchen, Up to 3 Weeks of Performance per Bottle, Kid & Pet Friendly",B0D5DJ7V4P,https://www.amazon.com/dp/B0D5DJ7V4P?psc=1,https://m.media-amazon.com/images/I/71628Tc1YiL._AC_SX355_.jpg,Super Ninja,13.99,"18,963","14,050","10,000","278,715.79","196,421.28",179,142,US,6.02,1,3.8,"14,717",8,360,Impact USA,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.65 x 1.34 x 2.91 in,0.22,N/A,"Jun 4, 2024",,No,23,Impact USA,fruit fly trap
54.,Fly Stick Sticky Fly Traps for Indoors Outdoor 4pk. Non-Toxic Super Sticky Hanging Flies Catcher Paper Tape Strips for Home. Catches All Bugs and gnats. Indoor Outdoor House Flying Insect Trap.,B0BWM9BBH5,https://www.amazon.com/dp/B0BWM9BBH5?psc=1,https://m.media-amazon.com/images/I/81dikoAZeXL._AC_SY355_.jpg,BugBane,22.99,"7,730","7,730","7,000","172,320.32","172,244.1",193,792,US,10.92,1,4.2,"2,178",9,55,BUGBANE,"Patio, Lawn & Garden",Large Standard-Size,FBA,10.98 x 5.79 x 5.87 in,0.75,N/A,"Jul 7, 2023",,No,34,BUGBANE,fruit fly trap
33.,Fruit Fly Traps Fungus Gnat Traps Yellow Sticky Bug Traps 36 Pack No Harm and Odorless for Indoor Outdoor Use Protect The Plant,B08MZN1K2Y,https://www.amazon.com/dp/B08MZN1K2Y?psc=1,https://m.media-amazon.com/images/I/71ptN0iopNL._AC_SY355_.jpg,Mosqueda,5.98,"28,226","24,097","20,000","173,449.03","144,100.09",127,53,US,3.55,3,4.4,"31,836",8,367,Mosqueda BioCatch,"Patio, Lawn & Garden",Small Standard-Size,FBA,5.55 x 0.59 x 5.12 in,0.26,N/A,"Nov 17, 2020",,No,66,Mosqueda BioCatch,fruit fly trap
102.,"LFSYS 50 Pack Window Fly Trap, Fruit Fly Traps for Indoors, Fly Paper Sticky Strips, Fly Traps for Indoors Clear",B09GVVTZ2M,https://www.amazon.com/dp/B09GVVTZ2M?psc=1,https://m.media-amazon.com/images/I/61FD64ZAg3L._AC_SY355_.jpg,LFSYS,13.99,"16,318","10,513","6,000","235,955.98","143,818.26",112,256,US,5.76,1,4.7,"7,605",7,113,us-garden life,"Patio, Lawn & Garden",Small Standard-Size,FBA,8.47 x 0.75 x 3.19 in,0.43,N/A,"Dec 27, 2021",,No,53,us-garden life,fruit fly trap
113.,"Catchmaster Giant Fly Glue Trap 3-Pack 30 Feet Each, Adhesive Fly Traps Outdoor, Sticky Bug Catcher, Bulk Flying Insect Paper Roll, Pest Control for Garage, Barn, Greenhouse & Garbage Room",B07XKDM8LG,https://www.amazon.com/dp/B07XKDM8LG?psc=1,https://m.media-amazon.com/images/I/81YJwKmEiTL._AC_SY355_.jpg,Catchmaster,36.99,"5,957","4,005","2,000","151,233.89","128,169.44",188,"1,449",US,11.68,1,4.2,"6,185",6,19,Catchmaster,"Patio, Lawn & Garden",Large Standard-Size,FBA,11.42 x 4.72 x 4.76 in,2.11,N/A,"Sep 26, 2019",,No,80,Catchmaster,fruit fly trap
95.,Fly Strips Indoor Sticky Hanging 10pk with Pins. Non Toxic Outdoor Fly Trap Indoor for Home. Flies Tape Paper Trap Ribbon Roll for House Gnat Fruit and Housefly. Bug Catchers for Inside Home Flypaper.,B09VS21D5Q,https://www.amazon.com/dp/B09VS21D5Q?psc=1,https://m.media-amazon.com/images/I/81Np4mXlhGL._AC_SY355_.jpg,BugBane,8.99,"8,321","8,321","4,000","82,529.2","82,447.32",200,373,US,4.36,1,4,"4,254",9,73,BUGBANE,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.33 x 1.73 x 2.20 in,0.2,N/A,"Jun 16, 2022",,No,47,BUGBANE,fruit fly trap
70.,"Fruit Fly Trap & Fungus Gnat Traps 40 Pack – Yellow Sticky Gnat Traps for House Indoor & Outdoor Plants, Non-Toxic and Odorless Insect Bug Catcher",B0F8HDZFQM,https://www.amazon.com/dp/B0F8HDZFQM?psc=1,https://m.media-amazon.com/images/I/71tvRNir7AL._AC_SY355_.jpg,Kikalife,6.99,"10,591","10,591","7,000","74,030.62","73,924.61",146,801,US,3.61,1,4.5,756,9,95,KikaLife,"Patio, Lawn & Garden",Small Standard-Size,FBA,5.91 x 0.71 x 5.47 in,0.35,N/A,"Aug 16, 2025",,No,9,KikaLife,fruit fly trap
125.,Fly Traps Outdoor Fly Trap for Patio. 4 Large Non-Toxic Pre-Baited Flies Bags Outdoor Disposable. Big Hanging Bug Catchers for All Filth Flies Killer for Outside Bug Control in Yard Horse Ranch.,B09NCYFQ53,https://www.amazon.com/dp/B09NCYFQ53?psc=1,https://m.media-amazon.com/images/I/91YvzfncDUL._AC_SY355_.jpg,BugBane,24.99,"5,357","3,220","4,000","102,955.35","73,349.72",194,861,US,8.97,1,4.2,"4,626",9,39,BUGBANE,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.10 x 4.06 x 6.06 in,0.79,N/A,"Mar 26, 2022",,No,50,BUGBANE,fruit fly trap
109.,"58 Pack Flying Insect Traps for Plants – Yellow Sticky Traps for Gnat, Fly & Flying Bug, Indoor Outdoor Flying Bug Catcher for Pots, Garden & Kitchen (58 Pcs Classic)",B0CNGBLV5N,https://www.amazon.com/dp/B0CNGBLV5N?psc=1,https://m.media-amazon.com/images/I/71pdF+lJTwL._AC_SY355_.jpg,Cleanuper,5.07,"12,331","12,198","8,000","73,938.67","72,945.21",166,527,US,3.67,2,4.1,"5,310",6,239,Cleanuper LLC USA,"Patio, Lawn & Garden",Small Standard-Size,FBA,12.09 x 0.63 x 10.55 in,0.62,N/A,"Dec 12, 2023",,No,29,Cleanuper LLC USA,fruit fly trap
146.,"Fruit Fly Traps Indoor for Home: Plug in Mosquito Bug Zapper Gnat Moth Catcher with 9W Night UV Light, 2 Devices 20 Sticky Glue Board Refills for Indoors Flying Insect Trap",B0D2RV6LQC,https://www.amazon.com/dp/B0D2RV6LQC?psc=1,https://m.media-amazon.com/images/I/71WxkGo-V2L._AC_SY355_.jpg,BURLAN,49.99,"2,961","1,486",100,"110,406.41","70,549.6",172,"2,551",US,13.16,1,4.1,433,8,N/A,Homiewell,"Patio, Lawn & Garden",Large Standard-Size,FBA,11.10 x 4.02 x 5.20 in,1.46,N/A,"Jun 1, 2024",,No,23,Homiewell,fruit fly trap
23.,"Fruit Fly Trap for Indoors, Fly Traps for Home Gnat Traps House Indoor, Indoor Insect Trap with Timer, Pack of 10 Refills (Blue)",B0GXV7V7JL,https://www.amazon.com/dp/B0GXV7V7JL?psc=1,https://m.media-amazon.com/images/I/61Xlv5xiLRL._AC_SY355_.jpg,CHEER UPs,39.99,"1,765","1,765",N/A,"68,331.99","68,331.89",128,"1,045",US,10.52,2,4.9,70,7,52,Cheer Ups,"Patio, Lawn & Garden",Large Standard-Size,FBA,10.05 x 5.20 x 5.20 in,1.8,N/A,"May 3, 2026",,No,0,Cheer Ups,fruit fly trap
96.,"Fly Trap Indoor - Fruit Fly Traps for Indoors, Gnat Traps for House Indoor with 3-in-1 Multi-Insect Catching + UV&Blue Light + Fan Suction, Ideal for Garage/Kitchen/Patio/Plant Pots, 10 Refills, Black",B0GM8ZGYD3,https://www.amazon.com/dp/B0GM8ZGYD3?psc=1,https://m.media-amazon.com/images/I/81MYF2x4ZLL._AC_SY355_.jpg,CreateFun,31.99,"1,287","1,168",700,"61,257.5","55,343.97",200,"13,339",US,8.05,3,4.2,92,7,71,You Kang,"Patio, Lawn & Garden",Large Standard-Size,FBA,10.08 x 5.35 x 5.47 in,1.46,N/A,"Mar 13, 2026",,No,2,You Kang,fruit fly trap
34.,Terro Fruit Fly Traps for Indoors (12 Pack) + 540 Days of Lure Supply,B07V7GC46D,https://www.amazon.com/dp/B07V7GC46D?psc=1,https://m.media-amazon.com/images/I/81FD0pVL9zL._AC_SY355_.jpg,,32.68,"1,482","1,482",700,"48,083.12","48,078.62",69,"9,543",US,10.92,12,4.4,673,12,10,RalexInc,"Patio, Lawn & Garden",Large Standard-Size,FBA,11.46 x 4.37 x 5.28 in,1.57,N/A,"Jul 19, 2019",,No,82,RalexInc,fruit fly trap
48.,Fruit Fly Traps Indoor Fungus Gnat Trap 48PCS for Plants Yellow Houseplants Outdoor Use Insect Sticky,B0B3RJ9JFM,https://www.amazon.com/dp/B0B3RJ9JFM?psc=1,https://m.media-amazon.com/images/I/71VC1ZHz82L._AC_SY355_.jpg,Landisun,5.19,"13,298","8,139","8,000","85,949.44","44,615.83",101,357,US,3.43,1,4.3,"15,591",9,126,JPMOS,"Patio, Lawn & Garden",Small Standard-Size,FBA,7.83 x 0.59 x 5.16 in,0.35,N/A,"Jun 19, 2022",,No,47,JPMOS,fruit fly trap
61.,"96PCS Fruit Fly Sticky Traps, Gnat Traps Insect Trap for Plants Kitchen Indoor and Outdoor",B08T9BCK3G,https://www.amazon.com/dp/B08T9BCK3G?psc=1,https://m.media-amazon.com/images/I/71a2gG0DGHL._AC_SY355_.jpg,USKICH,9.99,"3,553","3,553","3,000","35,480.9","35,445.25",90,"2,092",CN,5.99,1,4.6,"5,594",8,60,US.K M,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.59 x 1.65 x 5.08 in,0.66,N/A,"Feb 2, 2021",,No,63,US.K M,fruit fly trap
41.,Wondercide - Fruit Fly Traps for Indoors - Fruit Fly Killer - Pet and People Safe - Made in USA & Plant Based - 5.4 oz - 2 Pack,B09WJLKZP1,https://www.amazon.com/dp/B09WJLKZP1?psc=1,https://m.media-amazon.com/images/I/71n1CuYsQPL._AC_SX355_.jpg,Wondercide,17.59,"1,740","1,593","1,000","37,743.79","34,161.39",127,"4,740",US,7.4,1,3.5,"5,504",8,20,Wondercide,"Patio, Lawn & Garden",Large Standard-Size,FBA,8.03 x 2.68 x 3.23 in,0.88,N/A,"Mar 25, 2022",,No,50,Wondercide,fruit fly trap
29.,"Raid Essentials Fruit Fly Trap, Made with Essential Oils, Child and Pet Safe, 5.4 oz",B09GDHSW99,https://www.amazon.com/dp/B09GDHSW99?psc=1,https://m.media-amazon.com/images/I/71nM6HPZ8VL._SX342_.jpg,,6.99,"4,812","4,812","3,000","33,635.69","33,587.46",84,"1,339",AMZ,4.18,2,3.7,"4,147",11,41,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,2.87 x 2.36 x 2.42 in,0.42,N/A,"Sep 15, 2021",,No,56,Amazon,fruit fly trap
69.,"Catchmaster Window Fly Traps 12-Pack, Fruit Fly Traps for Indoors, Disposable Bulk Bug Catcher, Waterproof Insect Glue Trap, Adhesive Strips, Pest Control for Home, Kitchen, & Garage",B001QBPP66,https://www.amazon.com/dp/B001QBPP66?psc=1,https://m.media-amazon.com/images/I/81Tyx9GraaL._AC_SY355_.jpg,Catchmaster,10.99,"4,547","2,925","1,000","82,225.39","32,118.65",182,"1,392",US,4.97,1,4.5,"19,949",6,N/A,Catchmaster,"Patio, Lawn & Garden",Small Standard-Size,FBA,9.84 x 0.28 x 3.39 in,0.1,N/A,"Apr 13, 2014",,No,145,Catchmaster,fruit fly trap
111.,"Black Flag Fly Stick, Trap Houseflies and Flying Insects, Pack of 6",B00IMHL9JO,https://www.amazon.com/dp/B00IMHL9JO?psc=1,https://m.media-amazon.com/images/I/81dSmwzMPEL._AC_SY355_.jpg,Black Flag,16.5,"6,382","1,368","1,000","61,661.96","28,558.78",67,606,AMZ,9.96,3,4.2,"12,204",8,21,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,17.68 x 3.23 x 10.98 in,1.34,N/A,"May 15, 2014",,No,144,Amazon,fruit fly trap
118.,"Katchy Original and Midnight Glue Board Refills (8 Pack) - Indoor Insect Trap Glue Board Refills for Mosquito, Gnat, Moth, Fruit Flies - Non-Zapper Traps for Buzz-Free Home",B07GKG19MV,https://www.amazon.com/dp/B07GKG19MV?psc=1,https://m.media-amazon.com/images/I/61ktgP4+msL._AC_SY355_.jpg,KATCHY,10.99,"4,083","2,585","2,000","47,956.44","28,385.87",172,"1,548",US,4.97,1,4.5,"23,848",8,N/A,Katchy Stores,"Patio, Lawn & Garden",Small Standard-Size,FBA,4.27 x 0.28 x 4.21 in,0.07,N/A,"Sep 14, 2018",,No,92,Katchy Stores,fruit fly trap
42.,"Safer Home Indoor Plug-in Fly Trap - SH502-1R5SR - Effective Fruit Fly Traps for Indoors, Gnat Traps for House Indoor, 400 Sq Ft Protection - Style: 1 Device + 5 Glue Cards",B0DK2FXQJL,https://www.amazon.com/dp/B0DK2FXQJL?psc=1,https://m.media-amazon.com/images/I/71uDs8QQ9aL._AC_SY355_.jpg,,17.99,"2,894","1,504",500,"57,617.34","27,038.91",172,"6,533",AMZ,8.31,1,4.5,"1,872",8,25,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,9.57 x 3.15 x 6.50 in,0.55,N/A,"Nov 8, 2024",,No,18,Amazon,fruit fly trap
46.,"Fruit Fly BarPro – 4 Month Protection Against Flies, Cockroaches, Mosquitos & Other Pests – Non-Toxic & Portable for Indoor & Outdoor Use",B009D17Z5U,https://www.amazon.com/dp/B009D17Z5U?psc=1,https://m.media-amazon.com/images/I/8178mxxgqKL._SX342_.jpg,Fruit Fly BarPro,11.99,"2,314","2,087","1,000","44,526.18","25,006.06",137,"2,544",US,5.12,1,3.8,"11,511",6,"1,367",BarPro Solutions,"Patio, Lawn & Garden",Small Standard-Size,FBA,8.70 x 0.47 x 3.50 in,0.07,N/A,"Sep 18, 2012",,No,164,BarPro Solutions,fruit fly trap
35.,"Super Ninja Fruit Fly Traps for Indoors - 2 Pack, Highly Effective Fruit Fly Catcher for Indoor Use for Home & Kitchen, Up to 3 Weeks of Performance per Bottle, Kid & Pet Friendly",B0D5DJBVCR,https://www.amazon.com/dp/B0D5DJBVCR?psc=1,https://m.media-amazon.com/images/I/81j-hUJka0L._AC_SY355_.jpg,Super Ninja,9.99,"18,963","2,191","1,000","278,715.79","21,863.82",179,142,US,4.65,1,3.8,"14,717",8,360,Impact USA,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.92 x 1.26 x 2.80 in,0.13,N/A,"Jul 29, 2024",,No,22,Impact USA,fruit fly trap
62.,"Garsum Fruit Fly Sticky Trap for Indoor and Outdoor, 36 Pack Fungus Gnat Killer for Houseplant, Mosquitos, Flying Insect, White Flies",B07ZSC4CK1,https://www.amazon.com/dp/B07ZSC4CK1?psc=1,https://m.media-amazon.com/images/I/713fAz77HvL._AC_SY355_.jpg,Garsum,7.99,"5,023","2,642","1,000","41,618.23","21,084.67",133,"2,441",US,3.76,1,4.4,"54,706",9,N/A,Dycoe Inc,"Patio, Lawn & Garden",Small Standard-Size,FBA,7.64 x 0.63 x 5.47 in,0.32,N/A,"Oct 31, 2019",,No,79,Dycoe Inc,fruit fly trap
135.,"MaxGuard Window Fly Traps (24 XL Traps) Catch & Kill Houseflies, Flying Insects & Bugs. Non-Toxic Sticky Glue Traps Fly Killer Clear Strip Insect Catcher Safe No Zapping with Zapper |",B09TGTHLZT,https://www.amazon.com/dp/B09TGTHLZT?psc=1,https://m.media-amazon.com/images/I/71GjMT68JnL._AC_SY355_.jpg,Maxguard,15.95,"1,651","1,263",800,"30,223.05","20,130.34",183,"6,959",US,3.53,1,4.4,"2,013",6,8,MAXGUARD USA,"Patio, Lawn & Garden",Small Standard-Size,FBA,8.66 x 0.55 x 5.35 in,0.4,N/A,"Feb 26, 2022",,No,51,MAXGUARD USA,fruit fly trap
82.,"36 Pack Fruit Fly Traps for Indoors, Gnat Traps for House Indoor, Sticky Traps Fungus Gnats Killer for Mosquito and Flying Insects, Bug Pest Insect Catcher Killer for Houseplant",B07XLM4FWL,https://www.amazon.com/dp/B07XLM4FWL?psc=1,https://m.media-amazon.com/images/I/71GZTSBLTTL._AC_SY355_.jpg,Stingmon,7.99,"2,639","2,017","1,000","22,550.26","15,628.32",177,"3,681",US,4.71,1,4.4,"34,578",9,N/A,Stingmon US,"Patio, Lawn & Garden",Small Standard-Size,FBA,5.08 x 0.47 x 3.07 in,0.07,N/A,"Sep 21, 2019",,No,80,Stingmon US,fruit fly trap
101.,Trappify Hanging Fly Traps Outdoor: Fruit Flies and Flying Insect Trap for Indoor & Outdoor Use I Disposable Sticky Fly Trap Indoor House Pest Control (2 Pack),B08DMY3WWX,https://www.amazon.com/dp/B08DMY3WWX?psc=1,https://m.media-amazon.com/images/I/71+77B-0Y1L._AC_SY355_.jpg,Trappify,11.99,"1,826","1,247","1,000","28,223.78","14,934.24",159,"4,720",US,7.09,1,4.2,"5,792",9,59,Trappify,"Patio, Lawn & Garden",Large Standard-Size,FBA,10.75 x 2.05 x 4.17 in,0.29,N/A,"Jul 28, 2020",,No,70,Trappify,fruit fly trap
53.,"Qualirey 4 Pack Fruit Fly Trap Refill Liquid, 0.68oz/ Bottle Liquid Fruit Fly Traps for Indoors Non Toxic Safe Near Food, Effective Lure Refill for Indoor and Kitchen Use, Red",B0DCNZVXTP,https://www.amazon.com/dp/B0DCNZVXTP?psc=1,https://m.media-amazon.com/images/I/81ZSdAgJb+L._AC_SY355_.jpg,Qualirey,8.99,"2,053","1,485","1,000","25,651.84","14,819.65",175,"3,892",US,4.65,1,4.4,663,8,21,Monamii,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.84 x 1.34 x 2.76 in,0.24,N/A,"Sep 5, 2024",,No,20,Monamii,fruit fly trap
119.,"40 Pcs 5 Shapes Yellow Extremely Sticky Traps for Fungus Gnat, Fruit Fly, Fly, Whitefly, Flying Insect Catcher Traps for Houseplants, Kitchen, Indoor/Outdoor, Non-Toxic, Odorless, Pet and Kid Safe",B09X3NMTK9,https://www.amazon.com/dp/B09X3NMTK9?psc=1,https://m.media-amazon.com/images/I/7105XWXobxL._AC_SY355_.jpg,YourDaDa,5.99,"2,792","2,476","2,000","15,784.6","13,842.75",196,"3,581",US,3.55,1,4.5,"7,136",7,25,Lightmeinc,"Patio, Lawn & Garden",Small Standard-Size,FBA,7.13 x 0.67 x 5.91 in,0.35,N/A,"Apr 11, 2022",,No,49,Lightmeinc,fruit fly trap
22.,"Aunt Fannie's FlyPunch Fruit Fly Trap for Indoor and Kitchen Use, Ready to Use, Made with Plant Based Ingredients, Safe Near Food, Each Bottle Lasts Up to 30 Days, Pack of 2",B07VYPGHFW,https://www.amazon.com/dp/B07VYPGHFW?psc=1,https://m.media-amazon.com/images/I/91aYrXmLrDL._AC_SY355_.jpg,Aunt Fannie's,14.99,"1,318",880,"2,000","26,462.47","13,188.02",173,450,US,7.65,1,3.9,"8,630",7,N/A,Aunt Fannie's,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.51 x 2.01 x 4.29 in,1.01,N/A,"Aug 16, 2019",,No,81,Aunt Fannie's,fruit fly trap
